0.70	121.00	0.06063	2029.4	1
1.50	200.00	0.04126	1927.4	2
0.70	140.00	0.04263	1754	3
1.10	140.00	0.03434	2039.6	4
4.00	170.00	0.03056	2060	5
4.00	170.00	0.02707	2049.8	6
4.00	240.00	0.02476	2049.8	7
4.00	240.00	0.02308	2060	8
2.00	160.00	0.03154	1764.2	9
3.00	270.00	0.02171	2100.8	10
2.00	170.00	0.02213	1896.8	11
1.00	170.00	0.02948	1764.2	12
0.00	400.00	0.0206	2039.6	0
